seed,period,log10_period,brent_evaluations,analytic_period_divisor,initial_collision_sites,mean_collision_sites_30,max_collision_sites_30,nonzero_collision_steps_30,mean_step_hamming_30,unique_density_frames_31,collision_t0,collision_t1,collision_t2,collision_t3,collision_t4,collision_t5,collision_t6,collision_t7,collision_t8,collision_t9,collision_t10,collision_t11,collision_t12,collision_t13,collision_t14,collision_t15,collision_t16,collision_t17,collision_t18,collision_t19,collision_t20,collision_t21,collision_t22,collision_t23,collision_t24,collision_t25,collision_t26,collision_t27,collision_t28,collision_t29,hamming_t0,hamming_t1,hamming_t2,hamming_t3,hamming_t4,hamming_t5,hamming_t6,hamming_t7,hamming_t8,hamming_t9,hamming_t10,hamming_t11,hamming_t12,hamming_t13,hamming_t14,hamming_t15,hamming_t16,hamming_t17,hamming_t18,hamming_t19,hamming_t20,hamming_t21,hamming_t22,hamming_t23,hamming_t24,hamming_t25,hamming_t26,hamming_t27,hamming_t28,hamming_t29
880265,3095,3.490660653356,7190,5,0,0.933333333333,3,20,25.933333333333,31,0,1,0,1,3,0,2,0,1,1,1,1,1,1,3,0,1,0,0,2,0,2,0,1,0,1,1,1,1,2,26,26,26,24,26,22,24,26,26,28,28,28,26,26,26,24,24,26,26,24,26,26,26,28,28,28,26,26,26,26
880266,1460,3.164352855784,3507,5,0,0.833333333333,2,19,25.866666666667,30,0,1,0,0,2,0,1,1,1,1,1,0,2,1,0,0,1,1,0,0,1,2,0,1,2,2,2,0,1,1,26,28,26,26,26,24,24,28,26,26,24,22,24,28,26,26,28,28,26,26,28,26,24,24,24,26,24,26,28,28
880267,10,1.000000000000,25,5,1,0.400000000000,1,12,22.000000000000,9,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
880268,12905,4.110758008880,29288,5,0,1.200000000000,3,19,23.866666666667,31,0,3,0,1,0,3,1,2,0,0,1,1,3,0,2,0,0,2,1,2,1,0,3,2,0,0,1,3,3,1,24,26,28,26,24,22,24,20,24,24,24,22,22,22,24,26,26,24,22,20,20,20,24,26,26,26,26,24,24,26
880269,1525,3.183269843683,3572,5,1,1.100000000000,3,22,27.000000000000,31,1,0,1,2,3,0,1,1,0,2,1,2,1,0,0,2,1,1,0,2,1,0,1,1,3,2,1,0,1,2,28,28,28,26,28,26,26,28,28,26,26,24,26,28,28,28,26,28,28,28,28,26,24,26,28,26,26,28,28,28
880270,170,2.230448921378,425,5,1,0.766666666667,2,18,23.066666666667,31,1,1,1,0,2,0,1,0,0,2,1,0,0,1,1,1,0,2,0,1,0,0,1,1,2,0,1,1,0,2,22,22,20,22,22,22,24,24,24,24,24,24,24,24,24,22,22,20,22,24,26,26,26,26,24,22,22,22,20,22
880271,3350,3.525044807037,7445,5,1,0.800000000000,2,18,26.200000000000,30,1,0,1,1,2,0,1,2,0,1,1,2,1,0,1,0,0,2,0,1,0,1,1,0,2,0,2,1,0,0,28,28,26,28,26,24,26,28,26,26,28,26,26,26,28,26,26,26,24,24,26,26,24,26,24,26,24,28,28,28
880272,160,2.204119982656,415,5,0,0.633333333333,2,16,26.400000000000,30,0,0,0,2,0,0,0,1,1,2,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,2,0,1,28,28,28,28,28,28,28,26,26,24,24,24,24,26,28,26,26,26,26,28,28,28,28,28,26,26,26,26,24,22
880273,9145,3.961183709812,25528,5,3,1.066666666667,3,19,25.533333333333,31,3,1,0,0,0,3,2,3,0,0,0,1,3,1,2,0,1,1,3,0,1,1,0,1,1,0,1,2,1,0,24,26,26,26,26,22,20,26,28,28,28,28,24,22,24,26,24,26,24,22,24,28,28,28,28,26,24,26,26,28
880274,685,2.835690571492,1708,5,1,0.833333333333,3,21,21.733333333333,30,1,0,1,1,3,1,1,0,2,0,0,1,0,2,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,20,20,18,18,22,24,22,24,24,24,24,24,22,22,22,20,20,22,22,22,22,22,22,22,22,22,22,22,20,20
880275,320,2.505149978320,831,5,2,0.833333333333,3,20,25.266666666667,28,2,1,0,1,1,0,1,0,1,1,2,0,1,1,0,1,2,1,0,1,1,1,0,0,1,0,3,0,1,1,26,26,26,28,28,28,28,28,26,26,24,24,22,26,24,24,26,24,22,24,26,26,26,26,24,24,28,24,22,22
880276,4545,3.657533887558,12736,5,0,0.866666666667,2,21,25.066666666667,31,0,1,1,0,1,0,2,0,1,1,1,2,2,1,1,1,0,2,1,1,0,2,1,1,1,0,1,0,0,1,26,28,28,28,26,26,24,22,22,26,24,24,26,24,24,24,24,24,22,22,22,26,26,26,26,26,26,26,26,28
880277,455,2.658011396657,966,5,0,0.766666666667,2,21,24.733333333333,31,0,1,0,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,0,1,1,1,1,26,26,26,26,24,24,24,24,24,24,26,24,26,22,24,24,26,24,24,26,26,26,26,24,24,24,24,24,24,26
880278,15,1.176091259056,30,5,1,0.666666666667,2,18,25.466666666667,15,1,1,0,1,1,0,1,0,2,0,1,0,0,1,1,1,1,0,1,1,0,1,0,2,0,1,0,0,1,1,28,26,24,26,26,26,24,26,24,24,24,26,26,26,26,28,26,24,26,26,26,24,26,24,24,24,26,26,26,26
880279,140,2.146128035678,395,5,1,0.633333333333,2,17,24.933333333333,30,1,1,2,1,0,0,1,2,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,24,24,24,24,26,26,26,26,24,24,26,26,26,26,24,22,24,24,26,26,26,26,26,24,24,24,24,24,26,26
880280,27690,4.442322955746,60457,5,0,1.200000000000,4,20,27.066666666667,31,0,0,3,1,0,0,3,2,2,0,0,2,4,0,1,1,2,1,0,1,0,2,2,2,1,1,0,3,1,1,28,28,28,28,26,26,28,26,28,28,28,28,24,24,24,24,28,28,26,28,28,26,28,28,28,28,28,26,28,28
880281,95,1.977723605289,222,5,0,0.466666666667,2,13,25.666666666667,27,0,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,26,24,24,24,24,24,26,26,24,24,26,28,28,28,26,26,26,26,26,26,26,26,26,26,28,26,24,24,26,26
880282,805,2.905795880368,1828,5,2,1.100000000000,3,22,23.866666666667,30,2,3,2,2,0,0,0,2,2,1,0,1,1,1,1,1,0,2,1,1,0,0,2,1,1,1,1,2,2,0,24,26,22,24,22,22,22,22,24,22,24,22,24,24,24,22,24,24,26,26,26,26,26,24,24,26,24,26,22,22
880283,30,1.477121254720,61,5,2,0.866666666667,3,18,22.800000000000,29,2,0,3,0,0,1,0,3,1,2,1,0,1,1,0,2,0,1,0,0,1,0,1,1,0,1,0,1,1,2,18,20,26,26,26,26,24,22,20,20,22,22,24,22,22,20,22,24,26,26,26,24,22,22,22,24,24,22,20,20
880284,455,2.658011396657,966,5,0,0.966666666667,2,22,24.533333333333,31,0,1,1,0,2,0,1,1,1,1,2,0,0,0,2,1,1,1,1,2,2,1,0,1,1,1,1,0,2,2,28,28,26,24,24,26,26,24,20,22,24,26,26,26,26,22,22,22,24,24,24,26,26,26,26,26,22,22,24,24
880285,125,2.096910013008,252,5,1,0.766666666667,2,18,24.533333333333,29,1,2,0,0,1,0,2,0,0,1,1,1,0,0,1,2,0,1,0,0,2,0,1,0,1,2,1,1,1,1,26,24,24,24,24,24,24,24,24,24,24,26,26,26,26,26,24,24,24,24,24,26,26,26,26,26,22,22,22,24
880286,1095,3.039414119176,3142,5,0,0.933333333333,2,19,26.533333333333,31,0,1,2,0,1,1,0,2,1,1,2,1,2,2,0,0,0,2,2,0,1,1,2,0,1,1,2,0,0,0,28,28,28,28,28,26,28,26,26,26,26,24,24,26,28,28,28,28,26,24,24,26,26,28,26,28,26,26,26,26
880287,110,2.041392685158,237,5,4,0.866666666667,4,16,24.266666666667,31,4,0,0,1,0,2,0,0,2,0,3,1,2,0,1,0,1,0,1,1,2,1,0,0,0,2,0,1,1,0,22,26,26,26,24,24,20,20,22,24,22,24,22,22,22,24,26,26,24,24,26,26,26,26,26,24,24,24,28,28
880288,1310,3.117271295656,3357,5,1,0.666666666667,2,18,24.200000000000,31,1,0,1,1,1,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,2,0,1,1,1,1,0,1,24,24,22,24,22,24,24,24,24,24,24,24,24,24,26,26,26,26,24,24,22,20,24,26,26,26,26,24,24,24
880289,12035,4.080446094611,28418,5,2,0.933333333333,2,19,24.066666666667,31,2,1,1,0,1,1,2,1,0,0,0,2,2,2,0,0,0,1,2,1,2,2,0,0,1,0,1,0,1,2,24,24,24,26,26,24,24,22,22,22,22,22,24,22,24,24,24,22,22,24,26,26,24,24,26,26,26,26,26,24
880290,30,1.477121254720,61,5,0,0.466666666667,2,12,22.733333333333,27,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1,1,0,0,0,2,1,1,24,24,24,24,24,22,22,22,20,20,22,24,24,24,24,22,22,20,22,22,22,22,24,24,24,24,24,22,22,22
880291,100,2.000000000000,227,5,2,0.900000000000,3,18,24.133333333333,31,2,1,1,1,1,2,0,0,2,1,0,0,0,3,0,1,1,1,2,0,2,0,0,2,0,1,0,1,2,0,24,24,22,24,24,26,24,24,24,24,24,24,24,24,22,22,26,26,22,24,24,24,24,26,26,26,24,24,24,24
880292,90,1.954242509439,217,5,1,0.800000000000,2,22,27.333333333333,31,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,0,1,0,0,2,1,1,1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,28,26,26,26,26,26,28,28,28,28
880293,245,2.389166084365,500,5,1,0.733333333333,2,17,22.600000000000,31,1,2,1,2,1,0,0,1,1,2,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,0,2,1,1,0,24,22,22,24,26,24,24,24,22,20,22,20,22,22,24,24,24,22,22,20,22,22,24,24,22,22,24,22,20,22
880294,405,2.607455023215,916,5,0,0.700000000000,2,16,23.733333333333,29,0,1,2,0,0,0,0,2,2,1,2,0,0,1,0,1,1,0,2,1,0,1,0,1,0,0,1,0,1,1,22,20,24,24,24,24,24,22,20,22,22,24,24,26,26,26,24,24,24,24,24,24,26,26,24,24,24,22,22,26
880295,575,2.759667844690,1598,5,0,0.733333333333,2,19,24.866666666667,29,0,1,1,2,0,0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,1,1,1,0,0,1,2,0,1,26,24,26,24,24,24,26,24,26,26,26,24,26,24,24,24,24,22,24,24,24,26,28,28,28,28,26,22,22,22
880296,1375,3.138302698166,3422,5,0,1.166666666667,4,18,25.266666666667,31,0,0,3,2,1,0,3,1,1,0,0,3,4,0,0,0,1,4,1,1,0,2,1,1,1,0,3,2,0,0,28,28,28,28,24,22,24,26,26,26,26,24,24,24,24,24,26,24,24,26,26,26,26,26,24,22,24,26,26,26
880297,99960,4.999826247454,231031,5,0,1.333333333333,3,22,24.866666666667,31,0,0,3,2,2,0,3,2,0,0,2,2,1,1,2,1,3,2,2,1,0,3,1,1,1,2,1,0,0,2,24,24,24,22,22,22,26,26,26,26,26,26,24,24,24,22,26,24,24,22,22,26,26,26,26,28,28,26,26,28
880298,35280,4.547528576460,100815,5,1,0.866666666667,2,21,25.200000000000,31,1,1,0,2,1,2,0,0,1,0,2,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,1,0,2,26,24,26,24,22,24,24,24,26,26,26,26,24,26,26,26,24,26,26,26,26,28,28,28,24,24,26,24,22,24
880299,115,2.060697840354,242,5,1,0.700000000000,2,17,27.400000000000,30,1,0,1,0,2,1,1,0,1,0,0,1,1,1,1,0,1,0,2,0,0,1,1,0,2,1,0,0,0,2,28,28,26,26,26,28,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,24,24,26,28,28,28,28,28
880300,20185,4.305028753746,52952,5,3,1.033333333333,3,22,23.533333333333,31,3,0,0,1,0,3,0,1,1,1,1,0,1,3,0,1,1,0,1,2,1,0,1,1,2,1,1,1,2,1,26,24,24,24,24,20,24,24,24,24,24,22,22,24,22,24,28,28,26,28,24,22,22,22,20,22,22,22,20,24
880301,1010,3.004321373783,2033,5,0,0.966666666667,2,22,24.466666666667,30,0,1,0,0,2,2,1,1,1,1,2,0,2,0,1,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,26,26,26,26,26,24,22,22,22,24,22,24,24,26,24,24,24,24,22,24,24,24,26,26,26,24,24,26,26,26
880302,850,2.929418925714,1873,5,0,0.933333333333,3,20,24.733333333333,31,0,2,1,2,0,1,1,0,2,2,0,0,1,1,2,0,1,1,0,3,0,1,0,1,1,1,1,0,1,2,24,22,24,24,26,26,26,26,24,26,24,24,26,26,24,26,26,24,24,24,26,24,26,24,22,24,26,24,24,26
880303,9485,3.977037335225,25868,5,2,1.166666666667,3,21,24.533333333333,30,2,0,1,1,2,2,1,0,0,2,1,1,1,0,3,2,0,0,1,1,2,0,1,2,3,0,1,3,0,2,22,24,24,26,24,24,26,26,26,26,28,26,24,24,20,26,26,26,26,24,22,24,24,26,26,22,22,24,24,24
880304,15,1.176091259056,30,5,0,0.400000000000,1,12,27.333333333333,14,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,26,26,26,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,26,26
880305,25,1.397940008672,56,5,1,0.700000000000,3,16,27.333333333333,25,1,1,0,1,0,1,2,0,0,1,1,2,0,0,0,1,3,0,0,1,2,0,0,1,0,1,1,0,1,0,28,28,28,26,26,26,28,28,28,26,28,28,28,28,28,28,28,26,26,28,28,26,26,28,28,28,28,28,26,26
880306,30,1.477121254720,61,5,1,0.466666666667,1,14,26.000000000000,23,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
880307,15,1.176091259056,30,5,0,0.266666666667,1,8,21.333333333333,13,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,20,20,20,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,20,20
880308,545,2.736396502277,1568,5,0,0.933333333333,3,20,24.133333333333,31,0,0,0,3,1,1,1,1,1,0,0,1,1,2,1,1,1,0,1,1,0,2,0,3,1,2,1,2,0,0,26,26,26,24,20,20,22,24,26,26,26,26,24,22,26,24,24,24,24,22,24,22,24,24,28,22,24,22,26,26
880309,280,2.447158031342,791,5,1,0.633333333333,2,16,22.200000000000,31,1,0,1,1,0,1,1,0,0,0,2,0,1,2,0,0,1,1,1,0,2,0,0,1,1,0,0,1,1,0,20,20,22,22,22,24,24,26,26,26,22,20,18,22,20,20,22,22,18,18,22,22,22,24,26,24,24,24,22,22
880310,1365,3.135132651377,3412,5,0,0.866666666667,2,20,25.600000000000,30,0,1,1,1,0,1,2,0,1,0,1,2,1,1,0,0,1,1,1,0,1,2,0,2,2,1,2,0,1,0,28,28,28,24,24,26,24,26,28,28,28,26,26,26,26,26,26,26,26,26,28,28,24,20,18,20,22,26,28,28
880311,535,2.728353782021,1558,5,0,0.800000000000,2,18,26.066666666667,30,0,1,2,0,1,1,2,0,0,0,1,2,1,0,2,0,1,1,1,1,0,0,2,1,1,1,2,0,0,0,24,26,26,26,26,28,26,26,26,26,26,28,26,26,26,26,24,26,26,26,24,24,26,26,24,26,28,28,28,28
880312,13015,4.114444172445,29398,5,1,1.000000000000,2,22,25.000000000000,30,1,2,1,0,2,0,1,1,0,2,1,1,2,0,2,2,1,1,0,1,1,2,0,0,1,1,2,1,0,1,26,26,24,24,26,26,26,26,26,24,22,22,26,24,22,22,26,24,26,26,24,24,26,26,26,28,28,26,24,24
880313,10,1.000000000000,25,5,1,0.600000000000,1,18,28.000000000000,9,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
880314,95,1.977723605289,222,5,0,0.600000000000,2,16,22.066666666667,29,0,2,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,1,1,20,20,20,20,22,24,24,24,24,22,20,20,20,20,24,26,26,26,26,22,20,20,20,20,22,22,22,22,22,22
880315,9005,3.954483717156,25388,5,2,1.100000000000,3,24,25.266666666667,31,2,0,2,1,1,0,1,1,1,1,0,2,2,0,3,0,1,2,1,1,1,1,2,1,1,0,2,1,1,1,24,24,24,28,28,26,26,26,28,26,26,24,20,22,22,24,22,28,26,26,26,26,28,28,26,26,24,24,24,26
880316,20,1.301029995664,51,5,1,0.633333333333,2,16,22.600000000000,20,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0,2,1,0,0,0,1,2,0,1,0,1,0,1,1,0,24,22,20,20,22,22,22,22,24,22,22,24,26,24,24,22,24,24,24,24,24,22,20,20,22,22,22,22,24,22
880317,40,1.602059991328,103,5,1,0.766666666667,3,19,25.200000000000,28,1,0,1,1,1,1,0,1,0,1,3,1,1,0,0,1,1,1,0,0,3,0,1,1,0,1,0,1,1,0,26,26,26,24,24,24,24,24,24,24,24,26,26,26,26,26,26,26,26,26,26,24,24,26,26,26,26,26,24,24
880318,6060,3.782472624166,14251,5,0,0.900000000000,2,20,26.000000000000,31,0,1,1,1,0,1,0,2,0,2,1,2,0,1,1,2,1,0,1,0,2,1,1,1,0,0,2,1,2,0,26,26,28,28,26,28,28,26,24,26,28,26,26,24,24,24,24,24,24,26,28,26,26,28,26,26,26,26,26,26
880319,58985,4.770741583753,124520,5,1,1.100000000000,3,21,25.800000000000,31,1,0,1,2,1,1,1,2,1,3,0,1,0,1,2,0,2,0,3,1,0,0,2,2,1,0,2,0,2,1,28,26,26,26,26,24,28,26,26,26,28,28,28,28,26,26,24,24,26,28,26,26,24,22,22,24,26,26,24,26
880320,470,2.672097857936,981,5,0,0.533333333333,2,13,27.066666666667,31,0,0,1,1,2,0,1,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,28,28,26,26,24,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26
880321,1245,3.095169351432,3292,5,1,0.966666666667,2,19,25.133333333333,31,1,1,0,1,0,1,2,0,2,0,1,2,1,2,1,0,2,2,2,0,2,2,0,0,0,2,1,0,1,0,24,24,26,26,26,26,26,24,24,24,22,24,24,26,26,24,26,26,22,22,24,28,28,28,28,26,24,24,26,26
880322,60,1.778151250384,123,5,1,0.566666666667,2,15,23.666666666667,28,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,1,0,1,24,20,22,22,22,22,26,24,24,22,24,22,24,24,24,24,26,26,26,26,26,24,22,22,24,22,24,24,24,24
880323,74990,4.875003353600,206061,5,1,1.433333333333,3,26,24.200000000000,31,1,2,1,1,2,3,1,1,0,1,3,3,2,2,2,0,1,1,1,1,1,2,1,1,2,0,0,3,1,3,28,26,24,24,22,26,26,26,26,26,26,20,22,20,26,24,22,24,24,22,24,24,22,24,26,26,26,28,24,18
880324,14415,4.158814646724,30798,5,3,1.066666666667,3,20,25.466666666667,31,3,0,1,0,1,2,0,2,0,1,2,0,3,0,0,2,1,2,2,2,1,0,0,1,1,1,1,1,0,2,26,26,26,26,28,26,26,26,28,26,24,24,24,24,24,26,24,24,24,24,26,26,26,26,26,26,24,24,26,28
880325,40,1.602059991328,103,5,2,0.533333333333,2,11,25.800000000000,27,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,2,0,1,0,1,1,0,2,0,0,0,0,2,0,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,26,26,26,26,24,26,26,26,26,28,26,26
880326,3595,3.555698894719,7690,5,1,1.333333333333,4,22,25.933333333333,27,1,2,0,4,1,2,1,0,3,0,2,1,0,3,1,1,1,0,3,1,2,1,0,3,0,2,1,0,3,1,28,24,24,22,28,28,28,26,24,26,26,26,26,24,26,26,28,26,24,26,26,26,26,24,28,28,28,26,24,26
880327,12165,4.085112113267,28548,5,2,1.100000000000,3,23,25.666666666667,31,2,0,1,1,1,2,0,2,1,0,2,0,2,1,0,1,1,1,1,0,3,1,1,1,1,3,2,0,1,1,24,24,24,24,24,24,24,26,26,26,26,28,28,28,28,28,26,26,26,26,24,28,26,24,26,22,24,26,26,28
880328,185,2.267171728403,440,5,0,0.533333333333,2,14,27.000000000000,31,0,0,2,0,1,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,28,28,26,24,24,28,28,26,28,28,28,26,26,26,26,26,28,28,28,28,28,28,28,28,26,26,28,28,26,26
880329,7315,3.864214330461,15506,5,1,0.566666666667,2,13,26.400000000000,29,1,1,0,0,0,2,0,0,2,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,2,1,1,0,0,28,28,26,26,26,26,22,22,26,26,26,28,28,28,28,28,26,26,24,26,26,28,28,26,26,24,26,28,28,28
880330,21805,4.338556091009,54572,5,0,1.166666666667,3,23,24.933333333333,31,0,2,1,2,2,1,0,2,2,2,0,1,1,0,2,0,2,1,1,1,1,1,1,0,2,3,0,1,2,1,26,28,26,24,28,26,26,26,28,26,24,22,24,22,20,22,24,24,24,24,28,28,28,26,26,22,24,24,24,24
880331,2240,3.350248018334,6335,5,0,0.966666666667,3,20,25.000000000000,30,0,3,0,1,1,1,1,1,1,2,1,2,1,2,0,0,0,0,2,1,0,1,2,1,1,0,2,0,2,0,24,26,24,22,26,26,28,28,28,24,26,24,26,26,24,24,24,24,24,26,24,26,26,26,26,26,24,24,22,22
880332,1165,3.066325925362,3212,5,1,1.033333333333,3,20,23.933333333333,31,1,1,2,2,0,1,0,0,3,1,2,1,1,3,1,0,0,0,2,1,1,1,0,1,1,3,2,0,0,0,20,20,24,24,24,26,24,24,24,20,22,20,22,22,26,26,26,26,24,22,24,28,28,26,26,24,24,24,24,24
880333,35,1.544068044350,98,5,1,0.466666666667,1,14,24.066666666667,28,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,24,26,26,26,26,24,22,22,24,24,22,24,24,22,22,26,24,24,26,26,24,24,24,22,22,22,24,24,26,26
880334,7300,3.863322860120,15491,5,0,1.033333333333,3,20,25.733333333333,31,0,2,2,0,0,1,2,2,1,0,1,2,1,0,0,3,2,0,1,1,1,1,1,2,1,2,2,0,0,0,26,24,26,24,24,24,24,24,28,26,26,26,26,24,24,28,26,26,26,26,26,26,26,26,24,24,28,28,28,28
880335,8395,3.924020700474,24778,5,1,0.833333333333,2,21,24.800000000000,31,1,2,1,1,0,1,0,0,2,0,1,1,1,2,1,1,0,1,1,0,1,1,1,2,0,1,0,1,0,1,20,24,24,24,24,26,24,24,24,24,22,24,24,22,24,24,24,26,26,26,26,26,26,26,28,28,26,26,26,26
880336,540,2.732393759823,1563,5,0,0.533333333333,2,14,26.133333333333,29,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,2,0,0,0,0,2,0,0,1,1,0,1,0,1,28,28,28,28,28,28,28,26,26,28,26,26,26,26,24,26,24,24,24,24,24,26,26,26,28,26,26,26,26,24
880337,30,1.477121254720,61,5,1,0.466666666667,1,14,23.000000000000,23,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,24,22,22,22,22,22,24,24,24,24,24,24,24,22,22,24,22,22,22,22,22,24,24,24,24,22,22,22,24,24
880338,3150,3.498310553790,7245,5,1,0.666666666667,2,17,24.133333333333,30,1,1,0,1,1,0,1,0,1,0,0,2,1,0,1,1,0,1,1,0,0,1,0,2,0,1,0,0,1,2,26,24,22,22,22,22,24,26,26,24,24,24,24,24,26,26,24,26,26,26,26,24,22,22,24,24,24,24,24,22
880339,40,1.602059991328,103,5,0,0.700000000000,2,17,23.600000000000,30,0,1,0,1,0,0,1,1,2,1,0,0,1,1,2,0,1,0,0,2,0,1,1,1,1,0,0,1,2,0,22,24,24,24,24,24,22,24,24,24,24,24,24,24,22,24,24,24,24,24,22,22,24,24,24,24,24,24,24,22
880340,9955,3.998041264363,26338,5,0,1.233333333333,3,22,23.733333333333,31,0,3,1,1,2,2,1,0,2,0,1,1,1,2,2,0,2,2,0,2,0,2,2,1,2,0,1,0,2,2,28,28,22,20,18,20,20,22,26,24,24,26,24,26,22,24,26,26,24,24,22,20,20,20,24,28,28,26,24,26
880341,35,1.544068044350,98,5,0,0.333333333333,1,10,21.200000000000,27,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,20,20,22,24,24,24,24,24,24,24,24,24,22,20,20,20,20,22,20,18,18,20,20,20,20,20,18,18,20,22
880342,400,2.602059991328,911,5,1,0.700000000000,2,17,24.866666666667,30,1,0,0,1,0,2,1,0,1,0,0,2,0,0,1,1,1,1,1,0,1,2,0,0,1,1,1,0,2,0,28,28,28,26,26,24,26,26,26,24,24,24,20,20,22,24,24,26,28,26,24,26,22,22,24,26,24,26,26,26
880343,30,1.477121254720,61,5,1,0.933333333333,2,18,24.533333333333,27,1,0,2,0,1,2,0,1,0,2,2,0,1,0,2,1,0,2,0,1,2,0,1,0,2,2,0,1,0,2,24,24,26,24,24,26,26,24,24,24,24,24,24,24,26,24,24,26,24,24,26,26,24,24,24,24,24,24,24,26
880344,145,2.161368002235,400,5,0,0.700000000000,2,16,24.133333333333,30,0,1,0,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,1,0,0,1,1,1,0,0,2,2,0,0,24,24,22,22,20,20,22,26,26,24,24,26,24,24,26,24,24,26,26,24,24,24,24,24,26,26,26,24,24,24
880345,1330,3.123851640967,3377,5,0,1.033333333333,3,21,24.000000000000,31,0,1,3,1,2,1,1,2,0,3,0,1,0,2,1,1,1,2,1,1,1,0,0,2,1,0,0,1,0,2,24,26,24,22,26,26,24,24,22,20,24,26,24,28,28,24,24,20,20,22,26,26,26,26,26,24,24,22,22,20
880346,5190,3.715167357848,13381,5,2,1.066666666667,3,21,23.866666666667,31,2,1,0,0,2,1,1,0,2,0,1,3,1,0,1,0,2,1,1,2,2,2,0,1,0,1,2,1,2,0,26,26,24,24,26,26,24,24,24,22,20,26,24,24,26,24,26,26,24,24,24,20,22,24,24,24,20,22,22,24
880347,6020,3.779596491258,14211,5,1,1.066666666667,2,26,25.733333333333,31,1,1,1,1,1,0,1,1,2,2,2,1,0,1,2,2,1,0,1,0,1,2,1,1,1,1,1,1,1,1,28,26,26,28,28,28,28,28,24,24,22,24,24,24,26,26,26,28,26,26,24,24,24,24,24,26,26,26,28,26
880348,1395,3.144574207610,3442,5,2,1.000000000000,3,22,24.533333333333,31,2,0,1,0,1,2,0,2,0,1,1,1,2,0,1,0,1,3,1,0,2,1,1,0,1,2,1,1,1,1,24,26,26,26,28,26,24,24,26,24,24,24,22,24,26,26,24,26,22,24,26,26,24,24,24,24,22,22,24,24
880349,85,1.929418925714,212,5,2,0.633333333333,2,14,20.866666666667,28,2,0,0,0,0,2,1,1,1,0,2,0,1,1,0,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,22,24,24,24,24,22,20,20,18,20,18,20,20,20,20,20,20,20,22,22,22,20,20,20,20,20,22,22,20,20
