reference_seed,lattice_size,particles,momentum_x,momentum_y,reference_state_hex,microscopic_period_T,geometric_histogram_period_g,interaction_macroperiod_T_over_g,fixed_histogram_line_momentum_fiber_states,macrocycles_in_fiber,minimum_orbit_hamming_distance,minimum_distance_witness_phase_a,minimum_distance_witness_phase_b,greedy_single_snapshot_velocity_sensors,velocity_sensor_indices,greedy_three_frame_density_sensors,density_sensor_indices
75202,5,14,0,0,8210000040046080001680110,9705,5,1941,2209,17,4,45,70,49,0;1;2;4;91;21;88;38;25;87;28;22;68;11;59;14;84;82;73;83;42;8;44;95;19;49;98;33;62;54;99;64;78;65;77;81;61;37;47;24;3;76;51;7;72;55;23;17;16,11,5;6;22;19;2;9;15;13;12;16;14
