total_states,interaction_fibers,single_macrocycle_fibers,states_in_single_macrocycle_fibers,fraction_states_directly_resolved,g_2_states,g_4_states,period_divisibility_violations
94336,58758,45536,51648,0.547489823609,1024,93312,0
