sensor_count,sites,present_classes,predictive_classes,refinement_word_length,class_counts,reconstructs_all_states
4,0;5;7;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,0;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;2;3;4,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;3;5,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;3;6,525,9081,8,525;4754;8224;8738;9055;9067;9077;9081;9081,0
4,1;2;3;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;2;3;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;2;4;5,525,4945,11,525;3223;3665;4099;4565;4689;4813;4933;4937;4941;4945;4945,0
4,1;2;4;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;2;4;7,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;2;4;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;5;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;2;5;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;5;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;2;6;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;6;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;2;7;8,525,4945,11,525;3223;3665;4099;4565;4689;4813;4933;4937;4941;4945;4945,0
4,1;3;4;5,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;3;4;6,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;3;4;7,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;3;4;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;3;5;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;3;5;7,525,9081,8,525;4754;8224;8738;9055;9067;9077;9081;9081,0
4,1;3;5;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;3;6;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;3;6;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;3;7;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;4;5;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;4;5;7,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;4;5;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;4;6;7,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;4;6;8,525,9081,8,525;4754;8224;8738;9055;9067;9077;9081;9081,0
4,1;4;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,1;5;6;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;5;6;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,1;5;7;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,1;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;3;4;5,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;3;4;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;3;4;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;3;4;8,525,9081,8,525;4754;8224;8738;9055;9067;9077;9081;9081,0
4,2;3;5;6,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,2;3;5;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;3;5;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;3;6;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;3;6;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,2;3;7;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;4;5;6,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;4;5;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,2;4;5;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;4;6;7,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;4;6;8,525,8737,11,525;4754;7983;8296;8537;8601;8665;8725;8729;8733;8737;8737,0
4,2;4;7;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,2;5;6;7,525,9081,8,525;4754;8224;8738;9055;9067;9077;9081;9081,0
4,2;5;6;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;5;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,2;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,3;4;5;6,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,3;4;5;7,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,3;4;5;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,3;4;6;7,525,4945,11,525;3223;3665;4099;4565;4689;4813;4933;4937;4941;4945;4945,0
4,3;4;6;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,3;4;7;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,3;5;6;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,3;5;6;8,525,4945,11,525;3223;3665;4099;4565;4689;4813;4933;4937;4941;4945;4945,0
4,3;5;7;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,3;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,4;5;6;7,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,4;5;6;8,525,6933,7,525;3928;5686;6329;6833;6887;6933;6933,0
4,4;5;7;8,525,4945,11,525;3223;3665;4099;4565;4689;4813;4933;4937;4941;4945;4945,0
4,4;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
4,5;6;7;8,525,6891,8,525;2790;5446;6200;6781;6837;6887;6891;6891,0
5,0;1;2;3;4,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;2;3;5,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;2;3;6,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,0;1;2;3;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;3;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;4;5,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;2;4;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;4;7,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,0;1;2;4;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;5;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;5;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;2;5;8,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,0;1;2;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;2;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;2;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;3;4;5,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;3;4;6,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;3;4;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;3;4;8,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,0;1;3;5;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;3;5;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;3;5;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;3;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;3;6;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;3;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;4;5;6,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;4;5;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;4;5;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;4;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;1;4;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;4;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;1;5;6;7,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,0;1;5;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;5;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;1;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;3;4;5,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;3;4;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;2;3;4;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;3;4;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;3;5;6,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;3;5;7,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,0;2;3;5;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;3;6;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;2;3;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;3;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;4;5;6,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;4;5;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;4;5;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;2;4;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;4;6;8,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,0;2;4;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;2;5;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;2;5;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;2;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;3;4;5;6,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,0;3;4;5;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;3;4;5;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;3;4;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;3;4;6;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;3;4;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;3;5;6;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;3;5;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,0;3;5;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;3;6;7;8,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,0;4;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;4;5;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,0;4;5;7;8,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,0;4;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,0;5;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;2;3;4;5,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;2;3;4;6,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;4;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;2;3;4;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;5;6,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;5;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;5;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;2;3;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;3;7;8,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,1;2;4;5;6,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,1;2;4;5;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;2;4;5;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;2;4;6;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;2;4;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;4;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;2;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;2;5;6;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;2;5;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;2;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;3;4;5;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;3;4;5;7,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,1;3;4;5;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;3;4;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;3;4;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;3;4;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;3;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;3;5;6;8,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,1;3;5;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;3;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;4;5;6;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,1;4;5;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,1;4;5;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,1;4;6;7;8,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,1;5;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;3;4;5;6,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;3;4;5;7,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;3;4;5;8,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,2;3;4;6;7,1181,8809,11,1181;8391;8517;8575;8633;8689;8745;8797;8801;8805;8809;8809,0
5,2;3;4;6;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,2;3;4;7;8,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,2;3;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,2;3;5;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,2;3;5;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;3;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;4;5;6;7,1181,9153,7,1181;8391;8766;9021;9143;9149;9153;9153,1
5,2;4;5;6;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;4;5;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,2;4;6;7;8,1181,9135,7,1181;6406;8498;8881;9119;9129;9135;9135,0
5,2;5;6;7;8,1181,9081,8,1181;4782;8224;8738;9055;9067;9077;9081;9081,0
5,3;4;5;6;7,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,3;4;5;6;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,3;4;5;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,3;4;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,3;5;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
5,4;5;6;7;8,1181,6951,7,1181;5369;5919;6437;6859;6907;6951;6951,0
