quantity,q2.5,median,q97.5,mean,sd
H0,67.61566451611657,68.16821819956583,68.71806325573672,68.16905753455676,0.28135709865079833
omega_m,0.29560572789544165,0.30272885317653053,0.3098133063726375,0.30270467179134464,0.003612549462787592
omega_lambda,0.6901866936273625,0.6972711468234695,0.7043942721045584,0.6972953282086554,0.003612549462787592
horizon_time_Gyr,16.955047088349318,17.177764369643345,17.405351973425365,17.17778679682246,0.11471807376255856
S_dS_over_kB,3.0944070193385554e+122,3.176235674818681e+122,3.2609568879813205e+122,3.1763856272298926e+122,4.242776233364376e+120
log10_t_thermo_rec_years,1.3438838932614237e+122,1.3794216267980043e+122,1.416215582174688e+122,1.3794867503027417e+122,1.8426143061004118e+120
log10log10_t_thermo_rec_years,122.12836174885607,122.13969703064623,122.15112936848257,122.13967879627286,0.005800513527553603
