baseline,status,H_lambda_s^-1,horizon_time_Gyr,horizon_radius_m,S_dS_over_kB,log10_t_thermo_rec_years,log10log10_t_thermo_rec_years
Cosmic Coordinate reference point,declared reference point only; not an observational posterior,1.8412067028806945e-18,17.2104999207589,1.6282390104867317e+26,3.1883530721780297e+122,1.3846841456061986e+122,122.14135071963571
